Age,Gender,Location_Type,Income_Level,Awareness_of_Mental_Health,Stigma_Level,Perception_of_Therapy,Need_for_Services,Common_Issue,Service_Type,Average_Cost_Per_Session,Affordability_Perception,Platform_Used,User_Satisfaction_Rating,Corporate_Wellness_Program,Government_Initiative_Awareness,NGO_Initiative_Participation,Projected_Market_Growth
20,Female,Rural,Low,0,Moderate,Neutral,0,Stress,In-Person,1000,Affordable,Wysa,2,0,0,1,4.447812384
57,Female,Semi-Urban,Middle,1,Moderate,Positive,1,Depression,In-Person,1500,Expensive,Wysa,3,0,1,0,5.298203601
21,Female,Rural,Middle,1,Low,Positive,1,Stress,Online,500,Affordable,Wysa,2,0,0,1,7.987646768
33,Female,Semi-Urban,Middle,1,High,Neutral,1,Stress,In-Person,2000,Expensive,No Platform Used,3,0,1,1,8.793328798
50,Female,Urban,Middle,1,Moderate,Positive,0,Anxiety,Online,500,Affordable,YourDost,5,1,0,0,5.934716583
26,Male,Semi-Urban,Middle,1,High,Neutral,0,Anxiety,In-Person,1500,Affordable,YourDost,2,0,1,0,6.91480062
19,Male,Semi-Urban,Low,1,Low,Neutral,0,Other,In-Person,500,Expensive,YourDost,3,0,0,0,6.410358003
28,Female,Semi-Urban,Low,1,High,Neutral,0,Depression,In-Person,1000,Expensive,BetterHelp,5,0,0,0,5.510712504
56,Female,Urban,Low,0,Moderate,Positive,0,Depression,Online,1500,Expensive,No Platform Used,5,0,0,1,8.598262447
23,Male,Urban,Middle,1,Moderate,Positive,0,Stress,Online,2000,Expensive,No Platform Used,1,0,0,0,4.647133182
57,Other,Rural,Low,1,Moderate,Positive,0,Stress,In-Person,1000,Affordable,No Platform Used,3,0,0,0,9.99887412
40,Female,Semi-Urban,Middle,1,High,Neutral,0,Depression,Online,1000,Affordable,Wysa,4,0,0,1,12.61126659
23,Female,Semi-Urban,Middle,1,Moderate,Neutral,1,Stress,Online,500,Expensive,YourDost,4,0,0,0,6.464468803
63,Female,Semi-Urban,Low,0,High,Positive,1,Stress,In-Person,1500,Affordable,Wysa,2,0,1,0,5.489966388
45,Male,Rural,Middle,1,Moderate,Positive,0,Anxiety,Online,500,Affordable,BetterHelp,3,1,0,0,7.011148302
56,Male,Urban,Middle,1,High,Neutral,0,Stress,Online,750,Expensive,Wysa,4,0,0,0,5.625519135
36,Male,Urban,Middle,1,Low,Neutral,0,Depression,Online,1500,Expensive,YourDost,1,1,1,1,9.209024902
22,Female,Rural,Middle,1,Moderate,Positive,1,Stress,Online,2000,Expensive,Wysa,4,0,0,1,9.394065917
28,Female,Urban,Low,0,Moderate,Neutral,1,Stress,Online,1000,Expensive,Talkspace,1,0,0,1,7.627928995
45,Male,Semi-Urban,Low,1,High,Neutral,0,Stress,Online,1000,Affordable,BetterHelp,5,0,0,1,7.674331554
55,Female,Rural,Low,1,Low,Positive,1,Stress,Online,2000,Affordable,YourDost,2,0,0,1,5.177418371
28,Female,Urban,Low,1,Moderate,Positive,0,Stress,In-Person,750,Expensive,YourDost,5,0,0,0,6.039188163
43,Female,Urban,Low,1,Moderate,Neutral,0,Stress,Online,500,Expensive,YourDost,3,0,0,0,7.104160365
36,Male,Urban,Middle,1,High,Positive,1,Stress,In-Person,1500,Expensive,BetterHelp,1,0,0,0,7.317844736
46,Male,Rural,Middle,0,Moderate,Positive,0,Anxiety,Online,1500,Affordable,Talkspace,3,0,0,0,8.279691805
63,Male,Semi-Urban,Middle,0,Low,Neutral,0,Anxiety,Online,750,Affordable,No Platform Used,4,0,0,0,6.365454996
54,Male,Urban,Middle,0,Moderate,Neutral,1,Stress,Online,1000,Expensive,BetterHelp,1,1,0,1,5.747950981
20,Male,Semi-Urban,Middle,1,Moderate,Positive,0,Stress,Online,2000,Affordable,YourDost,5,1,0,0,7.908350218
43,Male,Semi-Urban,High,0,Moderate,Neutral,1,Depression,Online,1500,Affordable,BetterHelp,2,0,0,1,6.970661501
24,Female,Rural,Low,1,Moderate,Positive,1,Other,Online,750,Affordable,YourDost,3,0,0,1,6.424284631
42,Female,Urban,Low,1,High,Neutral,1,Anxiety,Online,500,Expensive,YourDost,5,0,0,0,9.151721555
38,Male,Semi-Urban,High,1,High,Positive,1,Anxiety,In-Person,1000,Affordable,Talkspace,5,1,0,0,4.826859425
24,Male,Urban,Low,0,High,Negative,0,Stress,Online,750,Expensive,BetterHelp,4,0,0,0,6.324760276
25,Female,Rural,Middle,1,High,Positive,1,Stress,In-Person,2000,Expensive,Wysa,5,0,0,0,7.544203929
37,Male,Urban,Middle,1,High,Positive,1,Depression,In-Person,2000,Expensive,YourDost,5,0,0,0,9.138691181
56,Male,Rural,Low,1,High,Neutral,1,Anxiety,Online,500,Affordable,BetterHelp,5,0,0,0,2.224982928
32,Female,Urban,Middle,0,Low,Positive,1,Anxiety,In-Person,750,Affordable,YourDost,5,1,0,1,5.650280498
44,Female,Urban,High,1,Moderate,Neutral,1,Anxiety,In-Person,1000,Expensive,YourDost,1,1,0,0,8.665424286
22,Male,Urban,Low,1,Moderate,Neutral,1,Anxiety,In-Person,1000,Expensive,No Platform Used,2,1,1,0,10.58617474
58,Female,Semi-Urban,Low,1,Moderate,Neutral,1,Anxiety,Online,500,Expensive,BetterHelp,2,0,0,0,11.06657055
51,Female,Rural,Middle,0,Low,Positive,1,Depression,Online,750,Expensive,BetterHelp,1,1,0,0,7.219823327
29,Male,Rural,Middle,1,High,Neutral,0,Stress,Online,1000,Expensive,No Platform Used,5,0,1,0,6.894437569
31,Female,Rural,Middle,1,Moderate,Negative,1,Anxiety,Online,1000,Affordable,BetterHelp,2,0,0,0,5.885226372
19,Male,Semi-Urban,Middle,0,High,Positive,1,Anxiety,Online,2000,Expensive,YourDost,4,0,0,0,6.082770809
21,Female,Rural,Middle,1,Moderate,Negative,1,Anxiety,Online,1500,Expensive,No Platform Used,3,1,0,0,8.109208505
59,Female,Rural,Middle,1,Low,Positive,0,Stress,Online,750,Affordable,BetterHelp,3,1,0,1,6.96636354
33,Female,Semi-Urban,Middle,0,Moderate,Positive,1,Stress,Online,1000,Affordable,Wysa,2,0,1,0,6.508409297
27,Male,Rural,Middle,0,High,Neutral,0,Stress,In-Person,750,Affordable,YourDost,3,0,0,0,6.219225636
34,Female,Urban,Low,1,Low,Positive,0,Anxiety,Online,2000,Expensive,YourDost,3,0,0,0,6.699770897
27,Female,Rural,Middle,1,Moderate,Positive,0,Depression,Online,2000,Expensive,YourDost,4,0,0,0,11.67785434
45,Male,Urban,Low,0,Moderate,Neutral,0,Depression,In-Person,2000,Expensive,No Platform Used,4,0,1,0,10.9950198
59,Other,Semi-Urban,High,1,High,Positive,1,Other,In-Person,750,Affordable,No Platform Used,4,0,1,0,5.849610766
28,Female,Urban,Low,1,Moderate,Positive,1,Stress,Online,1000,Expensive,No Platform Used,4,0,0,0,10.18913781
37,Male,Urban,Low,1,Low,Neutral,1,Stress,In-Person,500,Expensive,No Platform Used,1,0,0,0,7.563242265
42,Male,Semi-Urban,Low,1,Moderate,Positive,0,Other,Online,1500,Affordable,No Platform Used,1,0,1,0,2.509067258
59,Other,Semi-Urban,Middle,0,Low,Positive,0,Stress,Online,500,Affordable,BetterHelp,3,1,0,1,5.989399968
29,Female,Urban,Middle,1,High,Positive,1,Depression,Online,1000,Expensive,No Platform Used,3,0,0,0,9.497799046
33,Female,Semi-Urban,Low,0,Moderate,Positive,0,Stress,In-Person,750,Expensive,No Platform Used,5,0,1,0,6.586386617
35,Male,Semi-Urban,Middle,1,High,Positive,0,Stress,Online,2000,Affordable,YourDost,3,0,0,1,5.715791402
32,Female,Rural,Low,1,Moderate,Positive,1,Stress,Online,1000,Expensive,Wysa,1,1,0,1,10.50914
49,Female,Urban,Low,0,Moderate,Neutral,1,Other,In-Person,2000,Expensive,No Platform Used,1,0,1,1,7.990223152
40,Female,Urban,Middle,0,Moderate,Positive,1,Stress,In-Person,1000,Affordable,YourDost,5,1,0,0,6.858739312
25,Male,Urban,Middle,1,Low,Positive,0,Anxiety,Online,750,Expensive,No Platform Used,2,1,1,0,5.374168212
18,Female,Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,1000,Expensive,YourDost,3,0,1,0,4.059144776
53,Male,Semi-Urban,Middle,1,Low,Neutral,1,Depression,Online,750,Affordable,YourDost,1,0,0,0,6.237772529
48,Female,Semi-Urban,High,1,Low,Neutral,0,Other,Online,750,Expensive,BetterHelp,5,1,0,1,9.003222233
41,Female,Semi-Urban,High,1,Moderate,Neutral,0,Stress,In-Person,750,Expensive,Wysa,4,0,0,1,5.526402521
47,Female,Rural,Middle,1,Moderate,Positive,0,Depression,In-Person,750,Affordable,No Platform Used,1,0,0,0,6.737150788
20,Male,Urban,Middle,0,Moderate,Positive,1,Anxiety,Online,2000,Affordable,No Platform Used,1,0,0,0,8.784630851
20,Male,Urban,Middle,1,High,Positive,0,Other,Online,2000,Expensive,No Platform Used,2,0,1,0,4.758256992
19,Male,Semi-Urban,Middle,0,High,Neutral,1,Stress,In-Person,750,Affordable,No Platform Used,1,1,0,1,8.391074867
40,Female,Urban,Low,1,Moderate,Neutral,1,Depression,In-Person,500,Affordable,No Platform Used,1,1,0,1,7.335077948
47,Female,Urban,High,1,Moderate,Neutral,1,Anxiety,Online,1500,Affordable,Wysa,4,0,1,0,5.581185537
18,Male,Rural,Low,1,High,Positive,1,Other,Online,1000,Expensive,BetterHelp,2,0,1,0,6.366782242
39,Female,Semi-Urban,Middle,1,High,Positive,0,Stress,In-Person,750,Expensive,No Platform Used,4,0,1,0,6.011861094
21,Female,Urban,High,1,Moderate,Negative,1,Stress,Online,750,Expensive,YourDost,1,0,0,0,6.922621895
29,Female,Semi-Urban,Low,1,Low,Positive,1,Stress,Online,1500,Expensive,YourDost,1,0,1,1,6.619271683
21,Female,Rural,Low,1,Low,Positive,1,Anxiety,Online,2000,Expensive,Wysa,1,0,1,0,3.902456947
22,Female,Rural,Low,1,Moderate,Neutral,0,Anxiety,Online,500,Affordable,Wysa,1,0,0,1,8.096935478
30,Female,Rural,Middle,1,Moderate,Negative,0,Anxiety,Online,2000,Affordable,No Platform Used,2,0,1,0,5.89226965
22,Male,Semi-Urban,Middle,1,Moderate,Neutral,1,Depression,In-Person,1000,Affordable,No Platform Used,5,0,0,0,7.049049154
54,Female,Rural,Middle,1,High,Neutral,0,Anxiety,In-Person,1000,Expensive,Talkspace,4,0,0,0,7.66661507
42,Male,Semi-Urban,Low,1,High,Negative,1,Depression,Online,500,Expensive,Wysa,3,0,0,0,6.366234696
50,Male,Semi-Urban,Low,0,High,Neutral,0,Anxiety,Online,2000,Expensive,No Platform Used,4,0,1,0,6.168461042
25,Male,Semi-Urban,Low,1,Low,Positive,1,Depression,Online,500,Expensive,Wysa,4,0,0,0,5.592789282
61,Male,Urban,Middle,0,Moderate,Positive,1,Other,In-Person,2000,Expensive,No Platform Used,1,0,0,0,8.394072835
24,Female,Urban,Low,1,High,Positive,1,Depression,Online,1000,Affordable,No Platform Used,1,0,1,0,5.001034529
27,Female,Urban,Low,0,Moderate,Negative,1,Stress,In-Person,500,Affordable,YourDost,2,0,0,0,6.721927391
63,Female,Urban,Middle,0,Moderate,Neutral,1,Other,Online,750,Affordable,BetterHelp,1,0,0,0,4.631604104
33,Male,Semi-Urban,Middle,1,High,Positive,1,Depression,Online,2000,Affordable,YourDost,3,0,0,0,6.032331098
47,Male,Semi-Urban,Low,0,Low,Negative,1,Anxiety,Online,1500,Expensive,No Platform Used,3,0,0,1,6.487930614
45,Male,Semi-Urban,Low,0,Moderate,Positive,1,Stress,Online,2000,Expensive,No Platform Used,1,0,0,0,6.353314392
48,Female,Urban,Low,1,Low,Positive,1,Stress,In-Person,1000,Affordable,Wysa,3,0,1,1,2.740449033
27,Male,Urban,Middle,1,High,Neutral,0,Depression,Online,500,Expensive,Talkspace,3,0,0,0,6.054105559
27,Female,Urban,High,0,High,Neutral,0,Depression,Online,2000,Affordable,No Platform Used,3,1,1,0,6.610028749
30,Male,Rural,Low,0,Low,Positive,0,Anxiety,Online,1000,Affordable,No Platform Used,5,0,0,0,6.087129546
50,Female,Urban,Low,1,Low,Positive,1,Anxiety,Online,1500,Affordable,Talkspace,2,0,0,0,7.531290688
22,Female,Urban,Low,1,Moderate,Positive,1,Stress,Online,1000,Affordable,Wysa,4,0,0,0,2.614802644
37,Female,Urban,Middle,1,Moderate,Neutral,1,Stress,Online,1000,Affordable,YourDost,2,1,0,0,4.581011909
64,Female,Urban,Middle,1,Moderate,Positive,1,Depression,In-Person,500,Affordable,Talkspace,4,1,1,0,10.30343155
37,Female,Semi-Urban,Low,0,Moderate,Positive,1,Stress,In-Person,2000,Expensive,YourDost,4,0,1,0,7.469885095
26,Male,Semi-Urban,Middle,1,Moderate,Negative,1,Anxiety,Online,500,Expensive,Talkspace,2,0,1,0,9.797770069
62,Male,Urban,Low,0,Low,Neutral,1,Anxiety,Online,1000,Expensive,Talkspace,1,1,0,0,11.20856077
39,Other,Urban,Middle,0,High,Positive,0,Other,In-Person,2000,Affordable,Wysa,1,0,0,1,5.994191773
61,Male,Urban,Middle,0,Low,Positive,1,Stress,Online,500,Affordable,No Platform Used,2,0,0,0,2.2021838
48,Other,Rural,Middle,0,Moderate,Positive,1,Anxiety,Online,750,Affordable,YourDost,3,1,1,0,11.69064099
36,Male,Urban,Low,1,High,Positive,1,Depression,Online,2000,Expensive,No Platform Used,4,1,0,1,6.488170579
57,Female,Semi-Urban,Middle,1,High,Positive,1,Stress,Online,750,Expensive,Talkspace,4,0,0,0,4.689863776
36,Male,Semi-Urban,Middle,1,High,Positive,1,Anxiety,In-Person,1000,Affordable,No Platform Used,1,1,0,0,8.332789763
32,Other,Urban,Middle,1,High,Neutral,1,Stress,Online,1000,Affordable,YourDost,5,0,1,0,7.999754012
59,Male,Semi-Urban,Middle,0,Low,Neutral,1,Stress,Online,1500,Affordable,Wysa,1,0,1,0,4.901136506
34,Female,Urban,Middle,1,Moderate,Negative,0,Depression,In-Person,1000,Expensive,No Platform Used,2,1,0,0,5.452951126
64,Male,Semi-Urban,Low,1,High,Positive,1,Anxiety,In-Person,500,Affordable,YourDost,5,0,0,0,8.419235513
60,Female,Urban,Middle,0,High,Positive,0,Stress,Online,500,Affordable,YourDost,3,0,1,1,5.668762478
35,Female,Urban,Middle,1,High,Negative,0,Anxiety,Online,2000,Expensive,Wysa,1,0,1,0,5.592242782
63,Male,Urban,Middle,1,High,Negative,1,Stress,In-Person,1500,Expensive,BetterHelp,1,1,0,0,6.935381912
41,Female,Semi-Urban,Low,0,Low,Positive,0,Anxiety,Online,1000,Expensive,BetterHelp,2,0,0,1,8.392219749
37,Male,Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,2000,Expensive,No Platform Used,1,0,0,0,7.702114141
23,Female,Rural,High,1,Moderate,Neutral,1,Depression,Online,750,Expensive,No Platform Used,4,0,1,0,4.634467395
26,Other,Urban,Low,1,High,Positive,1,Anxiety,Online,2000,Affordable,No Platform Used,5,0,1,0,8.913590689
50,Male,Semi-Urban,Low,0,Moderate,Positive,1,Other,Online,750,Expensive,BetterHelp,2,1,1,0,9.237403105
38,Female,Urban,High,1,High,Positive,0,Other,In-Person,1500,Affordable,Wysa,3,0,1,0,8.041200924
52,Female,Rural,Middle,0,Low,Neutral,1,Stress,Online,750,Affordable,BetterHelp,1,1,0,0,7.504483013
61,Male,Rural,Middle,0,High,Positive,1,Anxiety,Online,2000,Expensive,YourDost,3,1,1,0,6.928802141
21,Female,Rural,Middle,1,Low,Positive,0,Depression,In-Person,1500,Affordable,YourDost,5,1,1,0,10.2284657
20,Male,Rural,Middle,1,Moderate,Positive,0,Depression,Online,2000,Affordable,BetterHelp,3,1,0,0,5.874157274
35,Male,Rural,Low,0,Moderate,Positive,1,Anxiety,Online,1500,Expensive,YourDost,4,1,1,1,9.457861784
24,Male,Urban,Low,1,High,Neutral,1,Depression,In-Person,750,Expensive,No Platform Used,2,0,1,0,8.552547031
25,Male,Semi-Urban,Middle,1,High,Positive,1,Depression,In-Person,1000,Affordable,Wysa,5,0,0,0,9.757641135
57,Female,Urban,Low,0,High,Positive,0,Anxiety,Online,1000,Expensive,Talkspace,4,0,0,1,7.815967169
27,Male,Urban,Middle,1,High,Positive,1,Anxiety,Online,500,Affordable,Wysa,3,1,0,1,2.99704454
37,Female,Semi-Urban,Low,0,High,Neutral,1,Stress,Online,1500,Expensive,Talkspace,4,1,1,0,3.830622387
42,Female,Semi-Urban,Low,1,Moderate,Neutral,1,Depression,Online,2000,Affordable,No Platform Used,2,0,0,1,7.628387598
38,Female,Urban,Middle,1,Moderate,Positive,0,Stress,In-Person,1000,Expensive,Talkspace,4,0,1,0,7.978811788
48,Male,Urban,Middle,0,High,Positive,0,Stress,In-Person,750,Affordable,Talkspace,2,0,0,0,5.044116658
21,Female,Rural,Middle,1,High,Neutral,1,Anxiety,Online,500,Affordable,No Platform Used,3,0,0,1,9.844422596
37,Female,Semi-Urban,Low,0,High,Neutral,0,Stress,Online,1500,Affordable,BetterHelp,1,0,0,0,9.086213267
35,Other,Semi-Urban,High,1,Moderate,Positive,1,Other,Online,500,Affordable,Wysa,3,1,0,0,7.157313965
38,Male,Urban,Low,0,High,Positive,1,Stress,Online,1000,Expensive,BetterHelp,3,0,0,0,5.261391422
28,Male,Semi-Urban,Low,1,High,Neutral,0,Depression,In-Person,500,Expensive,BetterHelp,1,0,1,1,7.603148644
62,Female,Semi-Urban,Low,0,Low,Positive,1,Depression,In-Person,750,Expensive,YourDost,3,0,0,0,5.887442787
59,Female,Semi-Urban,Low,0,Low,Positive,1,Anxiety,Online,750,Affordable,No Platform Used,3,1,0,1,6.813859286
32,Male,Rural,Middle,0,Moderate,Neutral,0,Stress,In-Person,1000,Affordable,No Platform Used,2,1,0,1,7.182705459
27,Female,Urban,Low,0,Low,Negative,0,Other,Online,2000,Expensive,YourDost,2,0,1,0,8.651528432
23,Female,Rural,Middle,1,High,Positive,1,Stress,Online,500,Affordable,Wysa,2,1,1,0,9.129153826
41,Male,Semi-Urban,Middle,1,Moderate,Neutral,1,Depression,In-Person,1500,Affordable,No Platform Used,1,1,0,0,5.630550511
33,Male,Rural,Low,0,High,Positive,1,Depression,Online,2000,Expensive,No Platform Used,3,0,0,1,7.688060519
22,Male,Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,2000,Expensive,Talkspace,4,1,1,0,9.174536586
56,Male,Urban,Low,1,High,Positive,0,Anxiety,Online,500,Expensive,Talkspace,5,0,0,0,5.934252885
64,Male,Urban,High,1,Moderate,Negative,0,Other,Online,1500,Affordable,No Platform Used,1,1,1,0,6.410939936
30,Male,Urban,Middle,0,Moderate,Positive,0,Other,In-Person,2000,Expensive,BetterHelp,4,0,1,1,6.494928927
40,Male,Semi-Urban,Low,0,Moderate,Positive,1,Depression,In-Person,500,Affordable,BetterHelp,1,1,0,0,3.97604931
50,Male,Urban,Low,1,Moderate,Neutral,1,Anxiety,Online,2000,Affordable,Talkspace,5,1,0,0,11.98469192
57,Male,Semi-Urban,Middle,1,High,Positive,1,Stress,Online,1500,Affordable,YourDost,3,0,0,0,8.46848258
21,Female,Urban,Middle,1,High,Positive,0,Anxiety,Online,500,Affordable,Wysa,4,0,1,0,6.680670993
38,Female,Urban,Low,1,Moderate,Neutral,1,Stress,Online,1500,Affordable,BetterHelp,3,1,1,1,8.20015982
48,Male,Rural,Low,1,High,Negative,1,Anxiety,In-Person,500,Affordable,Wysa,2,1,1,0,5.397256032
22,Female,Urban,Low,0,High,Positive,0,Depression,In-Person,1000,Affordable,Talkspace,2,1,0,0,9.135652086
29,Other,Urban,Middle,1,High,Neutral,0,Anxiety,In-Person,2000,Affordable,No Platform Used,3,0,1,0,5.10509144
33,Female,Urban,Middle,0,Low,Neutral,1,Stress,In-Person,1500,Affordable,No Platform Used,4,0,0,0,4.997638598
25,Male,Urban,Middle,1,Moderate,Negative,1,Stress,In-Person,750,Affordable,Talkspace,5,1,0,0,8.177814032
53,Male,Semi-Urban,Middle,1,Moderate,Neutral,1,Depression,Online,500,Expensive,BetterHelp,1,0,1,0,3.970969559
27,Female,Urban,High,1,Moderate,Positive,1,Stress,Online,500,Expensive,No Platform Used,1,0,1,0,7.178300229
50,Male,Urban,Middle,0,Moderate,Neutral,1,Anxiety,Online,1500,Affordable,No Platform Used,3,0,1,0,6.931639342
39,Female,Urban,Low,0,Moderate,Neutral,0,Anxiety,Online,750,Affordable,No Platform Used,5,0,0,0,8.063209808
52,Male,Semi-Urban,High,0,Moderate,Positive,0,Anxiety,In-Person,2000,Affordable,BetterHelp,4,1,1,0,3.792560584
62,Female,Rural,Low,1,Moderate,Positive,0,Depression,Online,1000,Affordable,No Platform Used,2,1,0,1,6.924757563
21,Male,Urban,Low,0,Moderate,Positive,1,Stress,Online,1000,Expensive,Talkspace,2,1,1,1,6.946641158
60,Male,Urban,Low,0,Low,Positive,0,Other,Online,2000,Expensive,YourDost,4,1,1,0,7.29767134
32,Male,Semi-Urban,Low,1,Moderate,Neutral,1,Stress,Online,2000,Expensive,No Platform Used,1,0,1,0,8.062930395
21,Female,Rural,Middle,1,High,Positive,1,Stress,In-Person,2000,Expensive,No Platform Used,2,0,1,0,8.106552561
59,Female,Semi-Urban,High,1,High,Neutral,0,Other,In-Person,750,Affordable,Talkspace,4,1,1,0,9.299864417
45,Female,Urban,Middle,1,Moderate,Neutral,0,Anxiety,Online,2000,Affordable,Talkspace,4,1,1,0,7.121509366
49,Female,Rural,Low,1,Moderate,Positive,1,Depression,In-Person,2000,Expensive,BetterHelp,5,0,1,0,0.66245192
44,Male,Semi-Urban,Middle,0,High,Positive,1,Stress,Online,500,Affordable,YourDost,3,1,0,0,6.158631239
30,Male,Urban,High,0,High,Positive,0,Anxiety,In-Person,2000,Expensive,Talkspace,4,0,0,1,7.254473654
24,Male,Urban,Middle,1,High,Positive,1,Anxiety,Online,1000,Affordable,YourDost,2,0,1,1,6.313661973
46,Male,Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,2000,Expensive,Wysa,4,0,0,1,6.892143176
51,Male,Rural,Middle,0,Moderate,Positive,1,Depression,Online,1000,Affordable,Talkspace,1,1,0,1,8.273436745
47,Female,Urban,High,1,Low,Positive,1,Depression,Online,1000,Affordable,Wysa,5,1,0,0,6.864736997
20,Female,Semi-Urban,Middle,1,Moderate,Positive,0,Anxiety,In-Person,750,Expensive,No Platform Used,2,0,0,0,10.1786274
38,Female,Urban,Low,1,Moderate,Neutral,1,Other,In-Person,1500,Affordable,Wysa,1,0,0,0,5.444962204
40,Male,Urban,Low,1,Moderate,Positive,0,Depression,Online,1000,Expensive,Wysa,1,0,0,1,9.041267226
58,Male,Semi-Urban,Low,0,Low,Positive,1,Depression,In-Person,1500,Affordable,Talkspace,3,0,1,0,7.304782244
22,Male,Semi-Urban,Middle,1,Low,Positive,0,Other,Online,1000,Expensive,Wysa,4,1,1,0,7.761903532
54,Female,Semi-Urban,Middle,0,Moderate,Positive,1,Stress,Online,1000,Expensive,No Platform Used,2,0,0,0,2.667401848
41,Male,Rural,Low,1,High,Positive,1,Anxiety,Online,750,Expensive,No Platform Used,2,1,0,0,7.609627357
60,Female,Urban,Middle,0,Moderate,Negative,1,Anxiety,In-Person,1500,Expensive,No Platform Used,2,1,0,1,6.609896835
25,Female,Urban,Middle,1,Low,Positive,1,Anxiety,Online,2000,Expensive,YourDost,5,0,1,1,6.817242945
26,Male,Rural,High,1,Moderate,Positive,1,Anxiety,In-Person,750,Affordable,Wysa,1,0,1,0,4.754532022
26,Female,Urban,Middle,1,High,Positive,1,Stress,Online,500,Expensive,YourDost,2,0,1,0,8.289761456
43,Female,Urban,Middle,1,High,Positive,1,Other,Online,750,Expensive,No Platform Used,1,0,0,1,5.653296958
60,Female,Urban,Low,0,High,Neutral,1,Anxiety,Online,750,Affordable,YourDost,2,1,1,0,7.55339972
27,Female,Rural,Low,0,Moderate,Positive,1,Stress,In-Person,1500,Expensive,BetterHelp,3,0,0,0,9.132656362
46,Female,Urban,Low,1,Moderate,Negative,0,Anxiety,In-Person,750,Affordable,Wysa,1,0,1,0,6.934052443
18,Male,Semi-Urban,High,0,Moderate,Neutral,0,Depression,Online,2000,Affordable,Wysa,1,0,1,1,6.4608684
24,Female,Urban,Low,1,Moderate,Neutral,1,Anxiety,Online,2000,Expensive,No Platform Used,2,0,0,1,6.061461146
43,Female,Urban,Middle,1,High,Positive,1,Depression,In-Person,1000,Expensive,Wysa,1,1,1,1,5.245615091
24,Female,Semi-Urban,Low,0,High,Positive,1,Stress,Online,750,Expensive,YourDost,4,0,0,1,5.958338895
26,Female,Urban,Middle,1,Moderate,Neutral,0,Stress,Online,1000,Affordable,YourDost,3,0,0,0,7.172392636
54,Male,Urban,Low,1,High,Positive,1,Anxiety,Online,1500,Affordable,No Platform Used,3,1,0,1,6.826901502
25,Male,Urban,Middle,1,Moderate,Negative,1,Depression,In-Person,500,Expensive,BetterHelp,2,0,0,0,4.186517282
60,Female,Urban,Middle,1,Moderate,Neutral,1,Anxiety,In-Person,750,Affordable,No Platform Used,5,1,0,1,5.348207473
33,Male,Rural,Low,1,Moderate,Positive,1,Anxiety,Online,2000,Expensive,Wysa,5,0,0,1,6.432217503
25,Male,Rural,Middle,0,High,Positive,0,Depression,Online,2000,Affordable,Talkspace,5,0,1,0,8.788863672
36,Male,Urban,High,1,High,Neutral,0,Stress,Online,1000,Affordable,Wysa,5,0,1,0,5.48001695
59,Female,Rural,Low,1,High,Neutral,1,Stress,Online,1000,Expensive,Talkspace,2,0,0,0,4.113312819
42,Male,Semi-Urban,High,0,Moderate,Positive,1,Depression,Online,1500,Expensive,Talkspace,3,0,0,0,9.264010775
32,Male,Urban,Low,1,High,Positive,1,Anxiety,Online,500,Expensive,Wysa,3,0,0,0,3.836599652
